RentalID,MemberID,MemberName,MemberLastDateSubscribed,EmployeeID,EmployeeName,EmployeeEmployedDate,EmployeeSalary,BookID,BookName,BookAuthor,BookGenre,ReleaseDate,RentalPricePerDay,RentalStartDate,RentalEndDate,TotalPrice
54,26,William Daniel,2024-05-05,6,James Newman,2023-05-27,39638.24,80,The Tale of Peter Rabbit,Beatrix Potter,Children's Book,1902,0.8999999999999999,2023-09-09,2023-10-06,24.299999999999997
55,21,Martin Miles,2024-04-27,3,Sara Little,2023-03-28,45160.89,76,The Cat in the Hat,Dr. Seuss,Children's Book,1957,1.1999999999999997,2023-02-13,2023-02-21,9.599999999999998
56,8,Zachary Gomez,2024-05-07,1,Sharon Rose,2023-06-11,58433.94,37,Ready Player One,Ernest Cline,Sci-Fi,2011,0.9999999999999999,2023-01-25,2023-02-20,25.999999999999996
57,19,Karen Jackson,2024-04-27,5,Jeremy Porter,2023-10-30,52657.42,10,To All the Boys I've Loved Before,Jenny Han,Romance,2014,1.1999999999999997,2023-09-03,2023-09-16,15.599999999999996
58,3,Robert Kennedy,2024-05-10,4,Elizabeth Turner,2022-04-02,53045.0,74,The Very Hungry Caterpillar,Eric Carle,Children's Book,1969,1.1999999999999997,2023-07-27,2023-07-30,3.599999999999999
59,22,Rebecca Ramos,2024-04-29,3,Sara Little,2023-03-28,45160.89,21,The Hunger Games,Suzanne Collins,Young Adult,2008,1.0999999999999999,2023-06-13,2023-07-13,32.99999999999999
60,29,Sara Mccoy,2024-05-14,5,Jeremy Porter,2023-10-30,52657.42,26,Twilight,Stephenie Meyer,Young Adult,2005,1.1999999999999997,2024-03-16,2024-04-14,34.79999999999999
61,23,Logan Rodriguez,2024-05-23,5,Jeremy Porter,2023-10-30,52657.42,66,The Lies of Locke Lamora,Scott Lynch,Fantasy,2006,1.0999999999999999,2023-09-02,2023-09-09,7.699999999999999
62,17,Rodney Patton,2024-05-12,1,Sharon Rose,2023-06-11,58433.94,24,Divergent,Veronica Roth,Young Adult,2011,0.9999999999999999,2024-01-23,2024-02-05,12.999999999999998
63,3,Robert Kennedy,2024-05-10,2,Brittany Reynolds,2023-06-08,48692.28,10,To All the Boys I've Loved Before,Jenny Han,Romance,2014,1.1999999999999997,2024-05-14,2024-05-29,17.999999999999996
64,9,Miss Amanda Garcia,2024-04-28,4,Elizabeth Turner,2022-04-02,53045.0,41,Sapiens: A Brief History of Humankind,Yuval Noah Harari,History,2011,0.8999999999999999,2023-04-21,2023-04-30,8.1
65,15,Deanna Watson,2024-05-04,5,Jeremy Porter,2023-10-30,52657.42,73,Goodnight Moon,Margaret Wise Brown,Children's Book,1947,0.5,2023-04-19,2023-04-27,4.0
66,17,Rodney Patton,2024-05-12,5,Jeremy Porter,2023-10-30,52657.42,49,A People's History of the United States,Howard Zinn,History,1980,1.0999999999999999,2024-03-12,2024-03-30,19.799999999999997
67,14,Sean Friedman,2024-05-01,6,James Newman,2023-05-27,39638.24,10,To All the Boys I've Loved Before,Jenny Han,Romance,2014,1.1999999999999997,2023-07-24,2023-08-17,28.799999999999994
68,18,Deborah Smith,2024-04-29,3,Sara Little,2023-03-28,45160.89,8,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Romance,2017,1.6999999999999997,2024-03-30,2024-04-13,23.799999999999997
69,11,Jeffrey Bryant,2024-05-04,5,Jeremy Porter,2023-10-30,52657.42,19,World War Z,Max Brooks,Horror,2006,1.0999999999999999,2024-03-29,2024-04-11,14.299999999999999
70,9,Miss Amanda Garcia,2024-04-28,6,James Newman,2023-05-27,39638.24,32,Neuromancer,William Gibson,Sci-Fi,1984,0.8999999999999999,2023-10-09,2023-10-17,7.199999999999999
71,14,Sean Friedman,2024-05-01,3,Sara Little,2023-03-28,45160.89,76,The Cat in the Hat,Dr. Seuss,Children's Book,1957,1.1999999999999997,2023-04-18,2023-05-05,20.399999999999995
72,13,Isabella Jordan,2024-05-14,2,Brittany Reynolds,2023-06-08,48692.28,3,The Notebook,Nicholas Sparks,Romance,1996,1.1999999999999997,2024-01-19,2024-01-22,3.599999999999999
73,8,Zachary Gomez,2024-05-07,5,Jeremy Porter,2023-10-30,52657.42,47,1776,David McCullough,History,2005,0.9999999999999999,2023-02-06,2023-03-06,27.999999999999996
74,20,Jennifer Garcia,2024-05-04,3,Sara Little,2023-03-28,45160.89,18,House of Leaves,Mark Z. Danielewski,Horror,2000,1.0999999999999999,2023-03-27,2023-04-01,5.499999999999999
75,9,Miss Amanda Garcia,2024-04-28,5,Jeremy Porter,2023-10-30,52657.42,49,A People's History of the United States,Howard Zinn,History,1980,1.0999999999999999,2024-05-02,2024-05-08,6.6
76,28,Eric Miles,2024-05-01,1,Sharon Rose,2023-06-11,58433.94,54,The Power of Now,Eckhart Tolle,Self Help,1997,1.9999999999999996,2023-11-24,2023-12-14,39.99999999999999
77,6,Cynthia Diaz,2024-05-11,6,James Newman,2023-05-27,39638.24,68,The Once and Future King,T.H. White,Fantasy,1958,1.1999999999999997,2023-02-19,2023-03-04,15.599999999999996
78,27,Stephanie Sheppard,2024-05-05,4,Elizabeth Turner,2022-04-02,53045.0,77,Matilda,Roald Dahl,Children's Book,1988,1.1999999999999997,2023-10-24,2023-11-13,23.999999999999993
79,21,Martin Miles,2024-04-27,1,Sharon Rose,2023-06-11,58433.94,52,How to Win Friends and Influence People,Dale Carnegie,Self Help,1936,1.1999999999999997,2023-12-30,2024-01-16,20.399999999999995
80,1,Jeffrey Ryan,2024-05-10,2,Brittany Reynolds,2023-06-08,48692.28,24,Divergent,Veronica Roth,Young Adult,2011,0.9999999999999999,2023-07-15,2023-08-02,17.999999999999996
81,19,Karen Jackson,2024-04-27,3,Sara Little,2023-03-28,45160.89,75,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Children's Book,1997,1.1999999999999997,2023-01-09,2023-01-31,26.399999999999995
82,17,Rodney Patton,2024-05-12,5,Jeremy Porter,2023-10-30,52657.42,24,Divergent,Veronica Roth,Young Adult,2011,0.9999999999999999,2023-03-30,2023-04-21,21.999999999999996
83,22,Rebecca Ramos,2024-04-29,2,Brittany Reynolds,2023-06-08,48692.28,20,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Horror,2020,0.9999999999999999,2024-02-22,2024-03-18,24.999999999999996
84,17,Rodney Patton,2024-05-12,2,Brittany Reynolds,2023-06-08,48692.28,35,Snow Crash,Neal Stephenson,Sci-Fi,1992,2.6999999999999993,2023-07-27,2023-08-21,67.49999999999999
85,7,Katherine Marshall,2024-05-19,3,Sara Little,2023-03-28,45160.89,17,The Silence of the Lambs,Thomas Harris,Horror,1988,0.9999999999999999,2024-05-12,2024-05-23,10.999999999999998
86,9,Miss Amanda Garcia,2024-04-28,6,James Newman,2023-05-27,39638.24,65,The Way of Kings,Brandon Sanderson,Fantasy,2010,0.9999999999999999,2023-03-28,2023-04-07,9.999999999999998
87,11,Jeffrey Bryant,2024-05-04,6,James Newman,2023-05-27,39638.24,71,Where the Wild Things Are,Maurice Sendak,Children's Book,1963,1.1999999999999997,2023-12-04,2023-12-10,7.199999999999998
88,8,Zachary Gomez,2024-05-07,4,Elizabeth Turner,2022-04-02,53045.0,7,The Time Traveler's Wife,Audrey Niffenegger,Romance,2003,0.8999999999999999,2023-12-19,2023-12-20,0.8999999999999999
89,16,Christopher Sanford,2024-04-29,6,James Newman,2023-05-27,39638.24,36,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Sci-Fi,1979,1.1999999999999997,2023-07-24,2023-08-10,20.399999999999995
90,2,John Hernandez,2024-05-03,6,James Newman,2023-05-27,39638.24,61,The Hobbit,J.R.R. Tolkien,Fantasy,1937,0.9999999999999999,2023-05-19,2023-06-05,16.999999999999996
91,7,Katherine Marshall,2024-05-19,2,Brittany Reynolds,2023-06-08,48692.28,33,Ender's Game,Orson Scott Card,Sci-Fi,1985,0.8999999999999999,2023-03-24,2023-04-21,25.199999999999996
92,8,Zachary Gomez,2024-05-07,4,Elizabeth Turner,2022-04-02,53045.0,50,Genghis Khan and the Making of the Modern World,Jack Weatherford,History,2004,0.8999999999999999,2024-04-30,2024-05-10,9.0
93,8,Zachary Gomez,2024-05-07,5,Jeremy Porter,2023-10-30,52657.42,20,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Horror,2020,0.9999999999999999,2024-05-11,2024-05-28,16.999999999999996
94,22,Rebecca Ramos,2024-04-29,3,Sara Little,2023-03-28,45160.89,56,"Thinking, Fast and Slow",Daniel Kahneman,Self Help,2011,2.3,2024-04-18,2024-04-25,16.099999999999998
95,15,Deanna Watson,2024-05-04,6,James Newman,2023-05-27,39638.24,12,Dracula,Bram Stoker,Horror,1897,2.6999999999999993,2023-04-29,2023-05-11,32.39999999999999
96,9,Miss Amanda Garcia,2024-04-28,4,Elizabeth Turner,2022-04-02,53045.0,6,"Red, White & Royal Blue",Casey McQuiston,Romance,2019,0.8999999999999999,2023-05-06,2023-05-24,16.2
97,30,Robert Harris,2024-05-21,4,Elizabeth Turner,2022-04-02,53045.0,70,The Priory of the Orange Tree,Samantha Shannon,Fantasy,2019,2.8999999999999995,2024-02-16,2024-03-17,86.99999999999999
98,23,Logan Rodriguez,2024-05-23,5,Jeremy Porter,2023-10-30,52657.42,69,Good Omens,Neil Gaiman and Terry Pratchett,Fantasy,1990,0.8999999999999999,2023-01-01,2023-01-21,18.0
99,14,Sean Friedman,2024-05-01,3,Sara Little,2023-03-28,45160.89,13,Bird Box,Josh Malerman,Horror,2014,1.2999999999999998,2023-09-09,2023-09-25,20.799999999999997
100,8,Zachary Gomez,2024-05-07,5,Jeremy Porter,2023-10-30,52657.42,50,Genghis Khan and the Making of the Modern World,Jack Weatherford,History,2004,0.8999999999999999,2023-01-16,2023-01-20,3.5999999999999996
101,18,Deborah Smith,2024-04-29,6,James Newman,2023-05-27,39638.24,55,You Are a Badass,Jen Sincero,Self Help,2013,1.0999999999999999,2023-10-09,2023-11-07,31.899999999999995
102,11,Jeffrey Bryant,2024-05-04,6,James Newman,2023-05-27,39638.24,46,The Silk Roads: A New History of the World,Peter Frankopan,History,2015,1.1999999999999997,2023-08-27,2023-09-04,9.599999999999998
103,19,Karen Jackson,2024-04-27,5,Jeremy Porter,2023-10-30,52657.42,42,The Diary of a Young Girl,Anne Frank,History,1947,1.0999999999999999,2023-02-14,2023-02-22,8.799999999999999
104,5,Rachel Potter,2024-05-13,6,James Newman,2023-05-27,39638.24,57,The Subtle Art of Not Giving a F*ck,Mark Manson,Self Help,2016,0.8999999999999999,2024-03-16,2024-03-19,2.6999999999999997
105,20,Jennifer Garcia,2024-05-04,3,Sara Little,2023-03-28,45160.89,51,The 7 Habits of Highly Effective People,Stephen R. Covey,Self Help,1989,2.6999999999999993,2023-03-08,2023-04-01,64.79999999999998
106,29,Sara Mccoy,2024-05-14,3,Sara Little,2023-03-28,45160.89,67,Mistborn: The Final Empire,Brandon Sanderson,Fantasy,2006,0.8999999999999999,2024-01-13,2024-02-09,24.299999999999997
107,15,Deanna Watson,2024-05-04,3,Sara Little,2023-03-28,45160.89,65,The Way of Kings,Brandon Sanderson,Fantasy,2010,0.9999999999999999,2023-02-23,2023-03-20,24.999999999999996
108,12,Brandon Fisher,2024-04-25,2,Brittany Reynolds,2023-06-08,48692.28,59,Awaken the Giant Within,Tony Robbins,Self Help,1991,0.8999999999999999,2024-02-18,2024-03-14,22.499999999999996
109,14,Sean Friedman,2024-05-01,6,James Newman,2023-05-27,39638.24,22,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Young Adult,1997,0.8999999999999999,2023-04-08,2023-04-13,4.5
110,8,Zachary Gomez,2024-05-07,2,Brittany Reynolds,2023-06-08,48692.28,24,Divergent,Veronica Roth,Young Adult,2011,0.9999999999999999,2024-01-05,2024-01-23,17.999999999999996
111,8,Zachary Gomez,2024-05-07,1,Sharon Rose,2023-06-11,58433.94,21,The Hunger Games,Suzanne Collins,Young Adult,2008,1.0999999999999999,2023-05-09,2023-05-18,9.899999999999999
112,16,Christopher Sanford,2024-04-29,2,Brittany Reynolds,2023-06-08,48692.28,60,The Four Agreements,Don Miguel Ruiz,Self Help,1997,0.9999999999999999,2024-02-14,2024-03-13,27.999999999999996
113,17,Rodney Patton,2024-05-12,1,Sharon Rose,2023-06-11,58433.94,78,Alice's Adventures in Wonderland,Lewis Carroll,Children's Book,1865,0.8999999999999999,2024-04-16,2024-04-30,12.599999999999998
114,10,Charles Nelson,2024-05-08,6,James Newman,2023-05-27,39638.24,54,The Power of Now,Eckhart Tolle,Self Help,1997,1.9999999999999996,2023-06-14,2023-07-14,59.999999999999986
115,21,Martin Miles,2024-04-27,6,James Newman,2023-05-27,39638.24,8,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Romance,2017,1.6999999999999997,2024-02-23,2024-03-19,42.49999999999999
116,17,Rodney Patton,2024-05-12,3,Sara Little,2023-03-28,45160.89,30,Simon vs. the Homo Sapiens Agenda,Becky Albertalli,Young Adult,2015,0.8999999999999999,2023-06-06,2023-06-29,20.7
117,26,William Daniel,2024-05-05,3,Sara Little,2023-03-28,45160.89,21,The Hunger Games,Suzanne Collins,Young Adult,2008,1.0999999999999999,2023-08-31,2023-09-13,14.299999999999999
118,11,Jeffrey Bryant,2024-05-04,1,Sharon Rose,2023-06-11,58433.94,39,Hyperion,Dan Simmons,Sci-Fi,1989,1.1999999999999997,2024-05-19,2024-05-31,14.399999999999997
119,3,Robert Kennedy,2024-05-10,3,Sara Little,2023-03-28,45160.89,20,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,Horror,2020,0.9999999999999999,2023-12-07,2024-01-05,28.999999999999996
120,29,Sara Mccoy,2024-05-14,1,Sharon Rose,2023-06-11,58433.94,59,Awaken the Giant Within,Tony Robbins,Self Help,1991,0.8999999999999999,2024-02-07,2024-02-22,13.499999999999998
121,27,Stephanie Sheppard,2024-05-05,5,Jeremy Porter,2023-10-30,52657.42,8,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Romance,2017,1.6999999999999997,2023-04-04,2023-04-12,13.599999999999998
122,15,Deanna Watson,2024-05-04,1,Sharon Rose,2023-06-11,58433.94,62,Harry Potter and the Sorcerer's Stone,J.K. Rowling,Fantasy,1997,0.9999999999999999,2023-06-24,2023-06-27,2.9999999999999996
123,30,Robert Harris,2024-05-21,2,Brittany Reynolds,2023-06-08,48692.28,55,You Are a Badass,Jen Sincero,Self Help,2013,1.0999999999999999,2023-09-20,2023-09-21,1.0999999999999999
124,19,Karen Jackson,2024-04-27,4,Elizabeth Turner,2022-04-02,53045.0,43,"Guns, Germs, and Steel",Jared Diamond,History,1997,0.7999999999999999,2024-04-01,2024-04-19,14.399999999999999
125,13,Isabella Jordan,2024-05-14,6,James Newman,2023-05-27,39638.24,60,The Four Agreements,Don Miguel Ruiz,Self Help,1997,0.9999999999999999,2023-06-28,2023-07-17,18.999999999999996
126,11,Jeffrey Bryant,2024-05-04,3,Sara Little,2023-03-28,45160.89,7,The Time Traveler's Wife,Audrey Niffenegger,Romance,2003,0.8999999999999999,2023-06-21,2023-06-22,0.8999999999999999
127,27,Stephanie Sheppard,2024-05-05,1,Sharon Rose,2023-06-11,58433.94,8,Eleanor Oliphant Is Completely Fine,Gail Honeyman,Romance,2017,1.6999999999999997,2023-02-25,2023-03-20,39.099999999999994
128,24,Shane Logan,2024-05-06,4,Elizabeth Turner,2022-04-02,53045.0,14,The Haunting of Hill House,Shirley Jackson,Horror,1959,0.8999999999999999,2024-05-05,2024-05-07,1.7999999999999998
129,3,Robert Kennedy,2024-05-10,5,Jeremy Porter,2023-10-30,52657.42,78,Alice's Adventures in Wonderland,Lewis Carroll,Children's Book,1865,0.8999999999999999,2023-06-27,2023-06-30,2.6999999999999997
130,24,Shane Logan,2024-05-06,5,Jeremy Porter,2023-10-30,52657.42,34,The Left Hand of Darkness,Ursula K. Le Guin,Sci-Fi,1969,2.4999999999999996,2023-01-25,2023-02-22,69.99999999999999
131,3,Robert Kennedy,2024-05-10,2,Brittany Reynolds,2023-06-08,48692.28,47,1776,David McCullough,History,2005,0.9999999999999999,2023-09-14,2023-09-17,2.9999999999999996
132,11,Jeffrey Bryant,2024-05-04,1,Sharon Rose,2023-06-11,58433.94,42,The Diary of a Young Girl,Anne Frank,History,1947,1.0999999999999999,2024-02-04,2024-02-12,8.799999999999999
133,26,William Daniel,2024-05-05,2,Brittany Reynolds,2023-06-08,48692.28,37,Ready Player One,Ernest Cline,Sci-Fi,2011,0.9999999999999999,2023-08-05,2023-08-27,21.999999999999996
